# r	rdf(r)
6.015 0.184168
6.045 0.187782
6.075 0.191398
6.105 0.195016
6.135 0.198638
6.165 0.202265
6.195 0.205897
6.225 0.209537
6.255 0.213184
6.285 0.216841
6.315 0.220508
6.345 0.224186
6.375 0.227877
6.405 0.231581
6.435 0.235301
6.465 0.239036
6.495 0.242788
6.525 0.246558
6.555 0.250347
6.585 0.254157
6.615 0.257988
6.645 0.261841
6.675 0.265718
6.705 0.26962
6.735 0.273548
6.765 0.277503
6.795 0.281486
6.825 0.285498
6.855 0.289541
6.885 0.293615
6.915 0.297721
6.945 0.301861
6.975 0.306036
7.005 0.310247
7.035 0.314495
7.065 0.318781
7.095 0.323106
7.125 0.327472
7.155 0.331879
7.185 0.336329
7.215 0.340822
7.245 0.345361
7.275 0.349945
7.305 0.354576
7.335 0.359255
7.365 0.363981
7.395 0.368753
7.425 0.37357
7.455 0.378431
7.485 0.383334
7.515 0.388279
7.545 0.393264
7.575 0.398289
7.605 0.403352
7.635 0.408452
7.665 0.413589
7.695 0.41876
7.725 0.423965
7.755 0.429203
7.785 0.434472
7.815 0.439772
7.845 0.445102
7.875 0.450459
7.905 0.455845
7.935 0.461256
7.965 0.466692
7.995 0.472153
8.025 0.477636
8.055 0.483141
8.085 0.488666
8.115 0.494211
8.145 0.499775
8.175 0.505356
8.205 0.510953
8.235 0.516566
8.265 0.522192
8.295 0.527832
8.325 0.533483
8.355 0.539145
8.385 0.544817
8.415 0.550497
8.445 0.556185
8.475 0.561879
8.505 0.567579
8.535 0.573282
8.565 0.578989
8.595 0.584697
8.625 0.590407
8.655 0.596116
8.685 0.601824
8.715 0.607529
8.745 0.613231
8.775 0.618929
8.805 0.62462
8.835 0.630305
8.865 0.635982
8.895 0.64165
8.925 0.647307
8.955 0.652954
8.985 0.658587
9.015 0.664207
9.045 0.669812
9.075 0.6754
9.105 0.68097
9.135 0.686521
9.165 0.692051
9.195 0.69756
9.225 0.703045
9.255 0.708506
9.285 0.71394
9.315 0.719348
9.345 0.724726
9.375 0.730075
9.405 0.735393
9.435 0.740678
9.465 0.745929
9.495 0.751145
9.525 0.756324
9.555 0.761465
9.585 0.766567
9.615 0.771628
9.645 0.776648
9.675 0.781624
9.705 0.786555
9.735 0.791441
9.765 0.796279
9.795 0.801068
9.825 0.805808
9.855 0.810496
9.885 0.815132
9.915 0.819714
9.945 0.82424
9.975 0.82871
10.005 0.833122
10.035 0.837474
10.065 0.841766
10.095 0.845996
10.125 0.850162
10.155 0.854264
10.185 0.8583
10.215 0.862268
10.245 0.866168
10.275 0.869998
10.305 0.873756
10.335 0.877442
10.365 0.881054
10.395 0.884591
10.425 0.88805
10.455 0.891432
10.485 0.894735
10.515 0.897956
10.545 0.901096
10.575 0.904153
10.605 0.907127
10.635 0.91002
10.665 0.912832
10.695 0.915565
10.725 0.918218
10.755 0.920794
10.785 0.923293
10.815 0.925716
10.845 0.928064
10.875 0.930338
10.905 0.932539
10.935 0.934667
10.965 0.936724
10.995 0.93871
11.025 0.940627
11.055 0.942476
11.085 0.944256
11.115 0.94597
11.145 0.947618
11.175 0.949201
11.205 0.95072
11.235 0.952175
11.265 0.953569
11.295 0.954901
11.325 0.956173
11.355 0.957386
11.385 0.95854
11.415 0.959637
11.445 0.960677
11.475 0.961661
11.505 0.96259
11.535 0.963465
11.565 0.964288
11.595 0.965058
11.625 0.965777
11.655 0.966446
11.685 0.967066
11.715 0.967638
11.745 0.968161
11.775 0.968639
11.805 0.969071
11.835 0.969458
11.865 0.969801
11.895 0.970101
11.925 0.97036
11.955 0.970577
11.985 0.970755
12.015 0.970893
12.045 0.970993
12.075 0.971056
12.105 0.971082
12.135 0.971073
12.165 0.971029
12.195 0.970952
12.225 0.970841
12.255 0.9707
12.285 0.970527
12.315 0.970324
12.345 0.970092
12.375 0.969832
12.405 0.969545
12.435 0.969232
12.465 0.968893
12.495 0.96853
12.525 0.968143
12.555 0.967733
12.585 0.967302
12.615 0.966851
12.645 0.966379
12.675 0.965888
12.705 0.96538
12.735 0.964854
12.765 0.964313
12.795 0.963756
12.825 0.963184
12.855 0.9626
12.885 0.962002
12.915 0.961394
12.945 0.960774
12.975 0.960145
13.005 0.959508
13.035 0.958862
13.065 0.958209
13.095 0.957551
13.125 0.956887
13.155 0.956219
13.185 0.955548
13.215 0.954874
13.245 0.954199
13.275 0.953523
13.305 0.952848
13.335 0.952175
13.365 0.951503
13.395 0.950835
13.425 0.950171
13.455 0.949511
13.485 0.948858
13.515 0.948212
13.545 0.947573
13.575 0.946943
13.605 0.946323
13.635 0.945713
13.665 0.945115
13.695 0.944529
13.725 0.943957
13.755 0.943398
13.785 0.942855
13.815 0.942328
13.845 0.941816
13.875 0.941321
13.905 0.940841
13.935 0.940376
13.965 0.939927
13.995 0.939493
14.025 0.939074
14.055 0.938669
14.085 0.93828
14.115 0.937905
14.145 0.937544
14.175 0.937198
14.205 0.936865
14.235 0.936547
14.265 0.936242
14.295 0.935951
14.325 0.935673
14.355 0.935409
14.385 0.935158
14.415 0.934919
14.445 0.934694
14.475 0.934481
14.505 0.934281
14.535 0.934093
14.565 0.933918
14.595 0.933754
14.625 0.933603
14.655 0.933463
14.685 0.933335
14.715 0.933218
14.745 0.933113
14.775 0.933018
14.805 0.932935
14.835 0.932863
14.865 0.932801
14.895 0.93275
14.925 0.932709
14.955 0.932679
14.985 0.932658
15.015 0.932647
15.045 0.932647
15.075 0.932655
15.105 0.932674
15.135 0.932701
15.165 0.932738
15.195 0.932784
15.225 0.932838
15.255 0.932902
15.285 0.932973
15.315 0.933054
15.345 0.933142
15.375 0.933238
15.405 0.933343
15.435 0.933455
15.465 0.933575
15.495 0.933702
15.525 0.933837
15.555 0.933979
15.585 0.934127
15.615 0.934283
15.645 0.934445
15.675 0.934614
15.705 0.934789
15.735 0.934971
15.765 0.935158
15.795 0.935352
15.825 0.935551
15.855 0.935756
15.885 0.935966
15.915 0.936182
15.945 0.936403
15.975 0.936628
16.005 0.936859
16.035 0.937094
16.065 0.937334
16.095 0.937579
16.125 0.937827
16.155 0.93808
16.185 0.938336
16.215 0.938597
16.245 0.938861
16.275 0.939128
16.305 0.939399
16.335 0.939673
16.365 0.939949
16.395 0.940229
16.425 0.940512
16.455 0.940797
16.485 0.941084
16.515 0.941374
16.545 0.941665
16.575 0.941959
16.605 0.942254
16.635 0.942551
16.665 0.94285
16.695 0.94315
16.725 0.943451
16.755 0.943753
16.785 0.944056
16.815 0.944359
16.845 0.944663
16.875 0.944968
16.905 0.945273
16.935 0.945578
16.965 0.945882
16.995 0.946187
17.025 0.946491
17.055 0.946795
17.085 0.947098
17.115 0.947401
17.145 0.947703
17.175 0.948004
17.205 0.948305
17.235 0.948606
17.265 0.948906
17.295 0.949205
17.325 0.949504
17.355 0.949802
17.385 0.9501
17.415 0.950397
17.445 0.950694
17.475 0.95099
17.505 0.951285
17.535 0.95158
17.565 0.951874
17.595 0.952168
17.625 0.952461
17.655 0.952754
17.685 0.953046
17.715 0.953337
17.745 0.953628
17.775 0.953918
17.805 0.954208
17.835 0.954497
17.865 0.954785
17.895 0.955073
17.925 0.95536
17.955 0.955647
17.985 0.955933
18.015 0.956218
18.045 0.956503
18.075 0.956787
18.105 0.95707
18.135 0.957353
18.165 0.957635
18.195 0.957917
18.225 0.958198
18.255 0.958478
18.285 0.958758
18.315 0.959037
18.345 0.959315
18.375 0.959593
18.405 0.95987
18.435 0.960146
18.465 0.960422
18.495 0.960697
18.525 0.960971
18.555 0.961245
18.585 0.961518
18.615 0.96179
18.645 0.962062
18.675 0.962333
18.705 0.962603
18.735 0.962873
18.765 0.963142
18.795 0.96341
18.825 0.963678
18.855 0.963945
18.885 0.964211
18.915 0.964476
18.945 0.964741
18.975 0.965005
19.005 0.965268
19.035 0.965531
19.065 0.965793
19.095 0.966054
19.125 0.966314
19.155 0.966574
19.185 0.966833
19.215 0.967091
19.245 0.967349
19.275 0.967605
19.305 0.967861
19.335 0.968117
19.365 0.968371
19.395 0.968625
19.425 0.968878
19.455 0.96913
19.485 0.969382
19.515 0.969632
19.545 0.969882
19.575 0.970132
19.605 0.97038
19.635 0.970628
19.665 0.970875
19.695 0.971121
19.725 0.971366
19.755 0.97161
19.785 0.971854
19.815 0.972097
19.845 0.972339
19.875 0.972581
19.905 0.972821
19.935 0.973061
19.965 0.9733
19.995 0.973538
20.025 0.973775
20.055 0.974012
20.085 0.974247
20.115 0.974482
20.145 0.974716
20.175 0.97495
20.205 0.975182
20.235 0.975413
20.265 0.975644
20.295 0.975874
20.325 0.976103
20.355 0.976331
20.385 0.976559
20.415 0.976785
20.445 0.977011
20.475 0.977235
20.505 0.977459
20.535 0.977682
20.565 0.977905
20.595 0.978126
20.625 0.978346
20.655 0.978566
20.685 0.978785
20.715 0.979003
20.745 0.979219
20.775 0.979436
20.805 0.979651
20.835 0.979865
20.865 0.980078
20.895 0.980291
20.925 0.980502
20.955 0.980713
20.985 0.980923
21.015 0.981132
21.045 0.98134
21.075 0.981547
21.105 0.981753
21.135 0.981958
21.165 0.982163
21.195 0.982366
21.225 0.982568
21.255 0.98277
21.285 0.98297
21.315 0.98317
21.345 0.983369
21.375 0.983567
21.405 0.983763
21.435 0.983959
21.465 0.984154
21.495 0.984348
21.525 0.984541
21.555 0.984733
21.585 0.984924
21.615 0.985114
21.645 0.985304
21.675 0.985492
21.705 0.985679
21.735 0.985865
21.765 0.98605
21.795 0.986235
21.825 0.986418
21.855 0.9866
21.885 0.986782
21.915 0.986962
21.945 0.987141
21.975 0.987319
22.005 0.987497
22.035 0.987673
22.065 0.987848
22.095 0.988023
22.125 0.988196
22.155 0.988368
22.185 0.988539
22.215 0.988709
22.245 0.988879
22.275 0.989047
22.305 0.989214
22.335 0.98938
22.365 0.989545
22.395 0.989709
22.425 0.989872
22.455 0.990034
22.485 0.990195
22.515 0.990355
22.545 0.990513
22.575 0.990671
22.605 0.990828
22.635 0.990983
22.665 0.991138
22.695 0.991291
22.725 0.991443
22.755 0.991595
22.785 0.991745
22.815 0.991894
22.845 0.992042
22.875 0.992189
22.905 0.992335
22.935 0.99248
22.965 0.992623
22.995 0.992766
23.025 0.992907
23.055 0.993048
23.085 0.993187
23.115 0.993325
23.145 0.993462
23.175 0.993598
23.205 0.993733
23.235 0.993867
23.265 0.993999
23.295 0.99413
23.325 0.994261
23.355 0.99439
23.385 0.994518
23.415 0.994645
23.445 0.994771
23.475 0.994895
23.505 0.995019
23.535 0.995141
23.565 0.995262
23.595 0.995382
23.625 0.995501
23.655 0.995619
23.685 0.995735
23.715 0.99585
23.745 0.995965
23.775 0.996078
23.805 0.996189
23.835 0.9963
23.865 0.996409
23.895 0.996518
23.925 0.996625
23.955 0.996731
23.985 0.996835
24.015 0.996939
24.045 0.997041
24.075 0.997142
24.105 0.997242
24.135 0.997341
24.165 0.997438
24.195 0.997534
24.225 0.997629
24.255 0.997723
24.285 0.997816
24.315 0.997907
24.345 0.997997
24.375 0.998086
24.405 0.998174
24.435 0.99826
24.465 0.998346
24.495 0.998429
24.525 0.998512
24.555 0.998594
24.585 0.998674
24.615 0.998753
24.645 0.99883
24.675 0.998907
24.705 0.998982
24.735 0.999056
24.765 0.999129
24.795 0.9992
24.825 0.99927
24.855 0.999339
24.885 0.999406
24.915 0.999472
24.945 0.999537
24.975 0.999601
25.005 0.999663
25.035 0.999725
25.065 0.999784
25.095 0.999843
25.125 0.9999
25.155 0.999956
25.185 1.00001
25.215 1.00006
25.245 1.00012
25.275 1.00017
25.305 1.00022
25.335 1.00026
25.365 1.00031
25.395 1.00036
25.425 1.0004
25.455 1.00044
25.485 1.00048
25.515 1.00052
25.545 1.00056
25.575 1.0006
25.605 1.00063
25.635 1.00067
25.665 1.0007
25.695 1.00073
25.725 1.00076
25.755 1.00079
25.785 1.00082
25.815 1.00085
25.845 1.00087
25.875 1.0009
25.905 1.00092
25.935 1.00094
25.965 1.00096
25.995 1.00098
26.025 1.00099
26.055 1.00101
26.085 1.00102
26.115 1.00104
26.145 1.00105
26.175 1.00106
26.205 1.00106
26.235 1.00107
26.265 1.00108
26.295 1.00108
26.325 1.00108
26.355 1.00108
26.385 1.00108
26.415 1.00108
26.445 1.00108
26.475 1.00108
26.505 1.00107
26.535 1.00106
26.565 1.00105
26.595 1.00104
26.625 1.00103
26.655 1.00102
26.685 1.001
26.715 1.00099
26.745 1.00097
26.775 1.00095
26.805 1.00093
26.835 1.00091
26.865 1.00088
26.895 1.00086
26.925 1.00083
26.955 1.00081
26.985 1.00078
27.015 1.00075
27.045 1.00071
27.075 1.00068
27.105 1.00064
27.135 1.00061
27.165 1.00057
27.195 1.00053
27.225 1.00049
27.255 1.00045
27.285 1.0004
27.315 1.00035
27.345 1.00031
27.375 1.00026
27.405 1.00021
27.435 1.00016
27.465 1.0001
27.495 1.00005
27.525 0.999991
27.555 0.999933
27.585 0.999873
27.615 0.999812
27.645 0.99975
27.675 0.999685
27.705 0.999619
27.735 0.999552
27.765 0.999483
27.795 0.999413
27.825 0.999341
27.855 0.999267
27.885 0.999192
27.915 0.999115
27.945 0.999037
27.975 0.998957
28.005 0.998875
28.035 0.998792
28.065 0.998707
28.095 0.998621
28.125 0.998533
28.155 0.998444
28.185 0.998353
28.215 0.99826
28.245 0.998166
28.275 0.99807
28.305 0.997973
28.335 0.997873
28.365 0.997773
28.395 0.99767
28.425 0.997566
28.455 0.997461
28.485 0.997354
28.515 0.997245
28.545 0.997134
28.575 0.997022
28.605 0.996908
28.635 0.996793
28.665 0.996676
28.695 0.996557
28.725 0.996437
28.755 0.996315
28.785 0.996191
28.815 0.996066
28.845 0.995939
28.875 0.99581
28.905 0.99568
28.935 0.995548
28.965 0.995414
28.995 0.995279
29.025 0.995142
29.055 0.995003
29.085 0.994863
29.115 0.994721
29.145 0.994577
29.175 0.994432
29.205 0.994284
29.235 0.994136
29.265 0.993985
29.295 0.993833
29.325 0.993679
29.355 0.993523
29.385 0.993366
29.415 0.993207
29.445 0.993046
29.475 0.992883
29.505 0.992719
29.535 0.992553
29.565 0.992385
29.595 0.992216
29.625 0.992044
29.655 0.991871
29.685 0.991697
29.715 0.99152
29.745 0.991342
29.775 0.991162
29.805 0.99098
29.835 0.990797
29.865 0.990612
29.895 0.990425
29.925 0.990236
29.955 0.990045
29.985 0.989853
